,LICENSENO,ISSDTTM,EXPDTTM,LICSTATUS,LICENSECAT,DESCRIPT,RESULT,RESULTDTTM,SUM_VIOLATIONS,SCORE,GRADE
316,28649,2012-03-08 14:08:00,2015-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-12 11:46:00,8,92,B
320,33072,2011-12-14 09:02:00,2015-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-12 12:11:00,30,70,C
325,26066,2012-02-06 14:03:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_TSOP,2012-01-12 12:45:00,49,51,C
326,73889,2012-01-12 12:04:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-12 12:51:00,20,80,C
327,21688,2011-12-19 12:25:00,2017-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-01-12 12:56:00,50,50,C
330,34643,2012-03-12 12:01:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-12 13:20:00,89,11,C
331,24467,2012-01-19 17:48:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-01-12 13:22:00,40,60,C
332,76075,2011-12-15 15:32:00,2014-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-01-12 13:46:00,50,50,C
338,23372,2012-02-14 11:18:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_FailExt,2012-01-12 15:30:00,2,98,A
340,37268,2012-01-31 13:39:00,2016-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-01-13 08:50:00,32,68,C
344,34727,2012-02-14 11:13:00,2012-12-31 23:59:00,Inactive,RF,Retail Food,HE_OutBus,2012-01-13 10:04:00,0,100,A
345,78045,2012-03-14 11:16:00,2013-12-31 23:59:00,Inactive,RF,Retail Food,HE_Fail,2012-01-13 10:06:00,21,79,C
347,25459,2012-06-07 10:47:00,2016-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-01-13 10:24:00,11,89,B
348,20837,2011-12-28 12:15:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2012-01-13 10:29:00,4,96,A
349,25011,2012-01-18 18:22:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2012-01-13 10:33:00,17,83,B
350,19797,2012-02-01 11:05:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-13 10:37:00,14,86,B
352,26088,2011-12-07 14:59:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-01-13 10:43:00,98,2,C
358,75119,2012-03-07 12:47:00,2017-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_FailExt,2012-01-13 11:15:00,21,79,C
360,23674,2012-01-11 12:18:00,2017-12-31 23:59:00,Inactive,RF,Retail Food,HE_Fail,2012-01-13 11:28:00,33,67,C
361,75475,2011-12-12 10:06:00,2016-12-31 23:59:00,Inactive,RF,Retail Food,HE_Fail,2012-01-13 11:28:00,24,76,C
364,18452,2012-02-23 10:47:00,2014-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-13 11:54:00,37,63,C
366,31191,2012-01-03 10:06:00,2015-12-31 23:59:00,Inactive,RF,Retail Food,HE_Fail,2012-01-13 12:02:00,39,61,C
367,27956,2011-12-13 12:31:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2012-01-13 12:03:00,17,83,B
368,23016,2012-02-14 12:41:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-13 12:10:00,8,92,B
371,24666,2012-01-05 11:02:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-01-13 12:13:00,15,85,B
372,29480,2011-12-12 11:46:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2012-01-13 12:17:00,8,92,B
374,18129,2012-02-03 15:05:00,2014-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-01-13 12:38:00,19,81,B
377,31442,2012-05-21 10:50:00,2011-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_FailExt,2012-01-13 12:50:00,6,94,A
378,32937,2012-06-04 15:30:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,2012-01-13 13:00:00,16,84,B
382,23052,2011-12-17 21:25:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-01-13 13:34:00,16,84,B
385,25220,2012-02-28 11:30:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-13 13:44:00,56,44,C
393,20873,2011-12-12 10:35:00,2015-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_TSOP,2012-01-16 09:04:00,0,100,A
394,26066,2012-02-06 14:03:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_TSOP,2012-01-16 09:08:00,0,100,A
396,20767,2011-12-29 12:34:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2012-01-17 10:08:00,2,98,A
398,31841,2011-12-20 11:03:00,2014-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-01-17 10:20:00,6,94,A
400,19935,2011-12-16 09:50:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-17 10:33:00,8,92,B
404,25524,2012-02-27 12:07:00,2014-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_FailExt,2012-01-17 10:48:00,24,76,C
405,74890,2012-01-03 11:30:00,2018-12-31 23:59:00,Inactive,RF,Retail Food,HE_Fail,2012-01-17 10:50:00,9,91,B
406,28616,2012-06-14 12:16:00,2015-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-17 10:51:00,49,51,C
408,25525,2012-01-05 12:49:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,2012-01-17 10:56:00,14,86,B
410,77269,2012-01-03 11:25:00,2017-12-31 23:59:00,Inactive,RF,Retail Food,HE_Fail,2012-01-17 11:01:00,16,84,B
411,20873,2011-12-12 10:35:00,2015-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-01-17 11:04:00,14,86,B
414,26062,2012-02-06 14:29:00,2017-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_FailExt,2012-01-17 11:10:00,12,88,B
415,37305,2011-12-08 11:17:00,2013-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-17 11:20:00,14,86,B
417,29252,2011-12-30 14:50:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-17 11:37:00,44,56,C
418,31028,2012-02-01 10:44:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-17 11:37:00,86,14,C
419,78045,2012-03-14 11:16:00,2013-12-31 23:59:00,Inactive,RF,Retail Food,HE_Fail,2012-01-17 11:43:00,23,77,C
423,32475,2011-12-08 13:51:00,2017-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-01-17 12:14:00,10,90,B
424,77957,2012-02-08 08:30:00,2013-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-17 12:16:00,70,30,C
425,37336,2012-02-15 13:42:00,2012-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_FailExt,2012-01-17 12:24:00,2,98,A
435,74948,2011-12-09 11:11:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2012-01-17 13:25:00,8,92,B
436,24181,2011-12-08 12:18:00,2017-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-01-17 13:28:00,21,79,C
437,24216,2011-12-30 11:13:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2012-01-17 13:49:00,28,72,C
440,19938,2012-02-10 13:59:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-17 14:14:00,15,85,B
441,34696,2012-02-08 17:21:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-17 14:22:00,12,88,B
444,21140,2011-12-19 12:05:00,2013-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_FailExt,2012-01-17 14:25:00,4,96,A
445,26634,2012-01-25 14:36:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-01-17 14:37:00,13,87,B
449,21261,2012-01-11 15:16:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-01-18 10:07:00,41,59,C
452,22086,2011-12-23 14:21:00,2012-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-18 10:38:00,14,86,B
455,78073,2012-03-06 15:42:00,2014-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-01-18 10:57:00,38,62,C
461,24198,2012-02-15 14:42:00,2012-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-18 12:02:00,46,54,C
464,18214,2011-12-09 09:04:00,2015-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-01-18 12:18:00,33,67,C
466,78063,2012-03-14 09:08:00,2014-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-18 12:33:00,10,90,B
468,18614,2012-02-06 13:15:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-01-18 12:42:00,9,91,B
469,31442,2012-05-21 10:50:00,2011-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Hearing,2012-01-18 12:42:00,2,98,A
470,29041,2012-09-19 12:25:00,2014-12-31 23:59:00,Inactive,RF,Retail Food,HE_Hearing,2012-01-18 12:49:00,4,96,A
476,20762,2012-01-24 14:06:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-01-18 14:01:00,6,94,A
482,23209,2012-01-03 13:25:00,2013-12-31 23:59:00,Inactive,RF,Retail Food,HE_Fail,2012-01-18 14:28:00,8,92,B
489,78071,2012-02-03 14:16:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-19 10:44:00,4,96,A
490,21898,2012-01-03 13:57:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-01-19 10:45:00,16,84,B
499,23372,2012-02-14 11:18:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2012-01-19 12:12:00,29,71,C
501,34757,2011-12-19 11:06:00,2013-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-01-19 12:18:00,4,96,A
503,22109,2012-01-19 16:52:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-01-19 12:23:00,4,96,A
506,34643,2012-03-12 12:01:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,2012-01-19 12:50:00,2,98,A
511,18414,2012-02-15 13:41:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2012-01-19 13:33:00,40,60,C
525,78045,2012-03-14 11:16:00,2013-12-31 23:59:00,Inactive,RF,Retail Food,HE_TSOP,2012-01-20 10:06:00,19,81,B
526,78079,2012-03-14 09:05:00,2017-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-20 10:08:00,79,21,C
536,20502,2011-12-19 12:44:00,2016-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-01-20 11:38:00,11,89,B
539,34653,2011-12-17 21:06:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-01-20 12:01:00,24,76,C
541,32937,2012-06-04 15:30:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,2012-01-20 12:13:00,12,88,B
542,19754,2012-04-03 13:47:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-01-20 12:25:00,11,89,B
543,24467,2012-01-19 17:48:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_FailExt,2012-01-20 12:37:00,4,96,A
545,26470,2012-01-03 13:20:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-01-20 12:54:00,10,90,B
546,20612,2012-02-08 14:25:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-20 13:02:00,20,80,C
549,24283,2011-12-12 13:07:00,2013-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-20 13:20:00,32,68,C
553,28507,2012-03-13 14:00:00,2011-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_FailExt,2012-01-20 13:54:00,25,75,C
556,25349,2011-12-15 10:19:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Hearing,2012-01-20 14:00:00,12,88,B
562,24216,2011-12-30 11:13:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Hearing,2012-01-20 14:27:00,18,82,B
565,31191,2012-01-03 10:06:00,2015-12-31 23:59:00,Inactive,RF,Retail Food,HE_FailExt,2012-01-23 09:11:00,39,61,C
568,25919,2012-03-07 11:28:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2012-01-23 10:35:00,24,76,C
571,28813,2012-02-07 13:14:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-01-23 10:57:00,16,84,B
575,23710,2012-02-15 11:14:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_FailExt,2012-01-23 11:45:00,4,96,A
576,67728,2012-02-23 11:25:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-23 11:49:00,16,84,B
577,24038,2012-02-06 13:31:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-23 11:50:00,19,81,B
579,23281,2012-01-10 10:16:00,2014-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-01-23 11:58:00,16,84,B
581,24563,2012-02-08 18:07:00,2015-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Hearing,2012-01-23 12:15:00,22,78,C
582,21563,2012-01-18 18:05:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_FailExt,2012-01-23 12:19:00,13,87,B
583,26080,2012-01-19 17:10:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-01-23 12:21:00,16,84,B
588,21039,2011-12-12 08:47:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-23 14:20:00,8,92,B
589,19771,2011-12-29 11:05:00,2016-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-01-23 14:25:00,24,76,C
593,21105,2012-01-11 07:42:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-01-23 14:59:00,12,88,B
595,21873,2012-02-10 12:41:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-24 08:07:00,10,90,B
596,78169,2012-03-06 15:37:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-01-24 08:33:00,6,94,A
598,18009,2012-03-08 14:55:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2012-01-24 10:25:00,12,88,B
601,21295,2011-12-19 12:17:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-01-24 10:48:00,22,78,C
603,19276,2012-02-14 14:15:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-24 11:21:00,10,90,B
604,22262,2011-12-14 12:39:00,2014-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-01-24 11:43:00,20,80,C
607,33418,2012-01-05 13:12:00,2012-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-24 11:56:00,18,82,B
610,29201,2012-02-08 18:20:00,2013-12-31 23:59:00,Inactive,RF,Retail Food,HE_Fail,2012-01-24 12:19:00,38,62,C
611,20524,2012-01-18 17:52:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-01-24 12:23:00,33,67,C
612,18720,2011-12-28 09:40:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-24 12:28:00,10,90,B
614,18723,2011-06-23 11:45:00,2011-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-24 12:49:00,12,88,B
615,28706,2012-01-18 17:01:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2012-01-24 12:49:00,29,71,C
616,37268,2012-01-31 13:39:00,2016-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_FailExt,2012-01-24 12:55:00,8,92,B
618,25484,2012-02-07 12:53:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Hearing,2012-01-24 13:50:00,22,78,C
620,27398,2012-02-08 16:28:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-24 14:02:00,12,88,B
621,29338,2012-01-19 16:37:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-24 14:07:00,24,76,C
622,31597,2012-10-11 08:46:00,2012-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-01-24 14:13:00,17,83,B
623,26361,2012-03-07 14:56:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-24 14:17:00,28,72,C
627,76070,2012-03-14 09:36:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-25 10:35:00,8,92,B
629,20778,2012-02-28 09:57:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-25 10:55:00,21,79,C
630,22234,2012-02-21 09:52:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-25 10:57:00,37,63,C
631,74295,2012-02-22 09:08:00,2015-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-01-25 11:10:00,16,84,B
632,78079,2012-03-14 09:05:00,2017-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_FailExt,2012-01-25 11:14:00,24,76,C
634,26773,2011-12-21 09:43:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-01-25 11:34:00,20,80,C
637,21024,2011-12-08 10:45:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-01-25 11:44:00,26,74,C
638,78175,2012-02-14 13:24:00,2013-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-25 11:44:00,28,72,C
640,33957,2012-01-03 12:48:00,2018-12-31 23:59:00,Inactive,RF,Retail Food,HE_Fail,2012-01-25 12:00:00,56,44,C
643,21088,2012-02-03 14:38:00,2013-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-01-25 12:06:00,49,51,C
644,19580,2012-02-13 13:05:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-25 12:15:00,12,88,B
645,20139,2012-01-10 11:39:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-01-25 12:33:00,14,86,B
649,73932,2012-01-12 14:24:00,2012-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-25 12:55:00,94,6,C
652,24354,2012-02-07 15:37:00,2014-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-01-25 13:36:00,10,90,B
660,21291,2012-02-09 14:13:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-25 14:27:00,14,86,B
661,24227,2012-06-12 11:07:00,2015-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_TSOP,2012-01-26 09:01:00,93,7,C
662,78180,2012-03-14 08:59:00,2012-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-26 10:07:00,48,52,C
665,22516,2012-03-02 08:24:00,2011-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-26 10:49:00,27,73,C
668,22064,2012-01-31 17:30:00,2013-12-31 23:59:00,Inactive,RF,Retail Food,HE_Fail,2012-01-26 11:09:00,42,58,C
669,23964,2012-01-04 19:18:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-01-26 11:16:00,22,78,C
670,19003,2012-01-11 07:43:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-01-26 11:27:00,13,87,B
671,18491,2012-01-03 10:57:00,2012-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-01-26 11:45:00,19,81,B
674,18862,2011-12-30 09:25:00,2015-12-31 23:59:00,Inactive,RF,Retail Food,HE_Fail,2012-01-26 12:03:00,38,62,C
680,22369,2012-03-09 13:53:00,2013-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-01-26 12:26:00,21,79,C
682,24662,2012-01-31 13:17:00,2017-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-26 12:49:00,70,30,C
684,32113,2012-01-12 13:05:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2012-01-26 12:52:00,11,89,B
686,27089,2012-03-27 12:55:00,2013-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-26 13:09:00,20,80,C
688,31881,2012-02-14 11:06:00,2011-12-31 23:59:00,Inactive,RF,Retail Food,HE_OutBus,2012-01-26 13:11:00,0,100,A
691,29013,2011-11-25 08:31:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-26 13:35:00,12,88,B
693,78177,2012-03-14 11:28:00,2013-12-31 23:59:00,Inactive,RF,Retail Food,HE_Fail,2012-01-26 13:58:00,6,94,A
695,25356,2012-01-18 18:09:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2012-01-26 14:12:00,20,80,C
698,75280,2012-01-09 15:01:00,2012-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-26 14:27:00,11,89,B
699,73932,2012-01-12 14:24:00,2012-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_FailExt,2012-01-26 14:39:00,0,100,A
700,74890,2012-01-03 11:30:00,2018-12-31 23:59:00,Inactive,RF,Retail Food,HE_Fail,2012-01-26 15:00:00,25,75,C
701,73932,2012-01-12 14:24:00,2012-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_FailExt,2012-01-26 15:34:00,48,52,C
702,31731,2011-12-12 10:38:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2012-01-27 08:28:00,0,100,A
703,28456,2012-03-27 13:12:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-27 09:54:00,12,88,B
704,25873,2012-01-09 08:29:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-27 10:05:00,36,64,C
705,19252,2012-06-13 09:19:00,2016-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-27 10:26:00,35,65,C
706,78169,2012-03-06 15:37:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_FailExt,2012-01-27 10:31:00,2,98,A
708,25690,2012-01-10 14:39:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2012-01-27 10:39:00,33,67,C
709,22525,2011-12-08 09:36:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-01-27 10:47:00,19,81,B
711,25087,2012-01-12 11:56:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-01-27 10:54:00,73,27,C
713,23303,2011-12-29 15:24:00,2017-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-01-27 10:58:00,11,89,B
715,75844,2012-11-13 13:47:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-27 11:05:00,30,70,C
717,19349,2012-02-06 08:23:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-01-27 11:14:00,27,73,C
720,21947,2012-03-01 11:26:00,2018-12-31 23:59:00,Active,RF,Retail Food,HE_Fail,2012-01-27 11:22:00,30,70,C
721,32700,2012-02-17 14:50:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-27 11:28:00,35,65,C
724,28616,2012-06-14 12:16:00,2015-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_FailExt,2012-01-27 11:58:00,2,98,A
725,31241,2012-02-08 15:13:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-27 12:07:00,62,38,C
727,21052,2012-01-09 08:36:00,2013-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-01-27 12:37:00,29,71,C
729,74026,2012-03-08 14:42:00,2013-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-01-27 12:54:00,13,87,B
733,25703,2012-02-06 15:42:00,2018-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-27 14:04:00,80,20,C
734,23857,2012-01-30 09:13:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,2012-01-27 14:11:00,32,68,C
736,74455,2012-03-08 10:48:00,2015-12-31 23:59:00,Inactive,RF,Retail Food,HE_Fail,2012-01-27 14:18:00,7,93,B
737,21378,2012-07-25 13:30:00,2012-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_Fail,2012-01-27 14:21:00,33,67,C
739,18129,2012-02-03 15:05:00,2014-12-31 23:59:00,Inactive,FS,Eating & Drinking,HE_FailExt,2012-01-27 14:40:00,7,93,B
743,28544,2012-02-08 16:33:00,2018-12-31 23:59:00,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-30 10:12:00,40,60,C
746,20345,2012-01-18 16:19:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-01-30 10:38:00,31,69,C
748,21348,2012-02-07 08:33:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-01-30 10:53:00,12,88,B
751,25703,2012-02-06 15:42:00,2018-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Hearing,2012-01-30 11:00:00,48,52,C
752,76349,2012-01-10 11:16:00,2015-12-31 23:59:00,Inactive,FT,Eating & Drinking w/ Take Out,HE_Fail,2012-01-30 11:03:00,33,67,C
753,22734,2011-12-15 13:57:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Fail,2012-01-30 11:08:00,36,64,C
754,28813,2012-02-07 13:14:00,2018-12-31 23:59:00,Active,FS,Eating & Drinking,HE_Hearing,2012-01-30 11:21:00,10,90,B
